id,Color,SKU,Nombre,Publicado,Descripción,main-features,mode-use-outfit,mode-use-size,mode-use-style,tech-description,users-guide,Inventario,Precio normal,Precio rebajado,Categorías,Etiquetas,Imágenes,Swatches Attributes,Nombre del atributo 1,Valor(es) del atributo 1
,variable,reloj-l1155-1,L1155-1,1,"Reloj Loix dama, pulso en acero 15.5 x 30 mm y movimiento japonés.

 Rompe con la rutina;  Una pieza única gracias a la sofisticada forma de su caja, pedrería a ambos lados que hacen de este Loix un accesorio muy único y  pulso en acero que se adapta perfectamente a tu muñeca.

 Marca la diferencia.
","caja-15.5x30,
caja-alloy,
3atm",Formal,Pequeño,Clásico,"
Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año


",manual-loix,,,,Women > essentials > classics,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew mujeres clasicas","l1155-1-referencia, 
l1155-1-montaje, 
l1155-video,
caja-15.5x30,
caja-alloy,
3atm",Color,Color,"Plateado con tablero Rosa, Plateado con tablero Blanco, Oro Rosa, Dorado"
,variation,reloj-l1155-2,L1155-2,1,"Reloj Loix dama, pulso en acero 15.5 x 30 mm y movimiento japonés.

 Rompe con la rutina;  Una pieza única gracias a la sofisticada forma de su caja, pedrería a ambos lados que hacen de este Loix un accesorio muy único y  pulso en acero que se adapta perfectamente a tu muñeca.

 Marca la diferencia.
","caja-15.5x30,
caja-alloy,
3atm",Formal,Pequeño,Clásico,"
Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año


",manual-loix,,"199.900,00",,Women > essentials > classics,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew mujeres clasicas","l1155-2-referencia, 
l1155-2-montaje, 
l1155-video,
caja-15.5x30,
caja-alloy,
3atm",Color,Color,Plateado con tablero Blanco
,variation,reloj-l1155-3,L1155-3,1,"Reloj Loix dama, pulso en acero 15.5 x 30 mm y movimiento japonés.

 Rompe con la rutina;  Una pieza única gracias a la sofisticada forma de su caja, pedrería a ambos lados que hacen de este Loix un accesorio muy único y pulso en acero que se adapta perfectamente a tu muñeca.

 Marca la diferencia.
","caja-15.5x30,
caja-alloy,
3atm",Formal,Pequeño,Clásico,"
Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año


",manual-loix,,"199.900,00",,Women > essentials > classics,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew mujeres clasicas","l1155-3-referencia, 
l1155-3-montaje, 
l1155-video,
caja-15.5x30,
caja-alloy,
3atm",Color,Color,Oro Rosa
,variation,reloj-l1155-4,L1155-4,1,"Reloj Loix dama, pulso en acero 15.5 x 30 mm y movimiento japonés.

 Rompe con la rutina;  Una pieza única gracias a la sofisticada forma de su caja, pedrería a ambos lados que hacen de este Loix un accesorio muy único y pulso en acero que se adapta perfectamente a tu muñeca.

 Marca la diferencia.
","caja-15.5x30,
caja-alloy,
3atm",Formal,Pequeño,Clásico,"
Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año


",manual-loix,,"199.900,00",,Women > essentials > classics,"reloj dama, essentials, classics, fashion, watches, luxury, joyas, jew mujeres clasicas","l1155-3-referencia, 
l1155-3-montaje, 
l1155-video,
caja-15.5x30,
caja-alloy,
3atm",Color,Color,Dorado
,variable,reloj-l1155r-1,L1155R-1,1,"Reloj Loix dama, pulso en acero, cristales en el tablero, 37 mm y movimiento en acero.

Siente el placer de tener un estilo que combina con tu belleza.

Este deslumbrante tablero con un sinfín de piedras, evocan las noches más estrellas además cuenta con un bello pulso en acero. Un Loix lleno de vida que hará de ti la reina de la noche.
","caja-37,
caja-alloy,
3atm",Casual-Formal,Grande,Fashion,"
Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año


",manual-loix,,"199.900,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1155r-1-referencia, 
l1155r-1-montaje, 
l1155r-video,
caja-37,
caja-alloy,
3atm",Color,Color,"Dorado, Dorado con tablero Gris, Oro Rosa con tablero Gris, Plateado con Oro Rosa tablero Gris, Plateado con Oro Rosa tablero Rosa, Plateado con Oro Rosa tablero café"
,variation,reloj-l1155r-2,L1155R-2,1,"Reloj Loix dama, pulso en acero, cristales en el tablero, 37 mm y movimiento en acero.

Siente el placer de tener un estilo que combina con tu belleza.

Este deslumbrante tablero con un sinfín de piedras, evocan las noches más estrellas además cuenta con un bello pulso en acero. Un Loix lleno de vida que hará de ti la reina de la noche.
","caja-37,
caja-alloy,
3atm",Casual-Formal,Grande,Fashion,"
Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año


",manual-loix,,"199.900,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1155r-2-referencia, 
l1155r-2-montaje, 
l1155r-video,
caja-37,
caja-alloy,
3atm",Color,Color,Dorado con tablero Gris
,variation,reloj-l1155r-3,L1155R-3,1,"Reloj Loix dama, pulso en acero, cristales en el tablero, 37 mm y movimiento en acero.

Siente el placer de tener un estilo que combina con tu belleza.

Este deslumbrante tablero con un sinfín de piedras, evocan las noches más estrellas además cuenta con un bello pulso en acero. Un Loix lleno de vida que hará de ti la reina de la noche.
","caja-37,
caja-alloy,
3atm",Casual-Formal,Grande,Fashion,"
Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año


",manual-loix,,"199.900,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1155r-3-referencia, 
l1155r-3-montaje, 
l1155r-video,
caja-37,
caja-alloy,
3atm",Color,Color,Oro Rosa con tablero Gris
,variation,reloj-l1155r-4,L1155R-4,1,"Reloj Loix dama, pulso en acero, cristales en el tablero, 37 mm y movimiento en acero.

Siente el placer de tener un estilo que combina con tu belleza.

Este deslumbrante tablero con un sinfín de piedras, evocan las noches más estrellas además cuenta con un bello pulso en acero. Un Loix lleno de vida que hará de ti la reina de la noche.
","caja-37,
caja-alloy,
3atm",Casual-Formal,Grande,Fashion,"
Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año


",manual-loix,,"199.900,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1155r-4-referencia, 
l1155r-4-montaje, 
l1155r-video,
caja-37,
caja-alloy,
3atm",Color,Color,Plateado con Oro Rosa tablero Rosa
,variation,reloj-l1155r-5,L1155R-5,1,"Reloj Loix dama, pulso en acero, cristales en el tablero, 37 mm y movimiento en acero.

Siente el placer de tener un estilo que combina con tu belleza.

Este deslumbrante tablero con un sinfín de piedras, evocan las noches más estrellas además cuenta con un bello pulso en acero. Un Loix lleno de vida que hará de ti la reina de la noche.
","caja-37,
caja-alloy,
3atm",Casual-Formal,Grande,Fashion,"
Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año


",manual-loix,,"199.900,00",,Women > essentials > trend,"reloj dama, essentials, trend, fashion, watches, luxury, joyas, jew, tendencias en moda","l1155r-5-referencia, 
l1155r-5-montaje, 
l1155r-video,
caja-37,
caja-alloy,
3atm",Color,Color,Plateado con Oro Rosa tablero Café
,variable,reloj-l1156-1,L1156-1,1,"Reloj Loix dama, con tres escafandras adicionales, pulso en acero, 37 mm y movimiento japonés 

 Muestra lo versátil que puedes ser; cambia tu look en un instante gracias a este Loix con 3 escafandras que puedes remover y combinar perfectamente con tu outfit. 

¡Sorprende a los demás!","caja-37,
caja-alloy,
3atm",Casual,Grande,Fashion,"
Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año


",manual-loix,,"224.990,00",,Women > memories,"reloj dama, memories, fashion, watches, luxury, joyas, jew, soñadoras, estilo","l1156-1-referencia, 
l1156-1-montaje, 
l1156-video,
caja-37,
caja-alloy,
3atm",Color,Color,"Plateado con tablero Rosa, Plateado con tablero Azul"
,variation,reloj-l1156-2,L1156-2,1,"Reloj Loix dama, con tres escafandras adicionales, pulso en acero, 37 mm y movimiento japonés 

 Muestra lo versátil que puedes ser; cambia tu look en un instante gracias a este Loix con 3 escafandras que puedes remover y combinar perfectamente con tu outfit. 

¡Sorprende a los demás!","caja-37,
caja-alloy,
3atm",Casual,Grande,Fashion,"
Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año


",manual-loix,,"224.990,00",,Women > memories,"reloj dama, memories, fashion, watches, luxury, joyas, jew, soñadoras, estilo","l1156-2-referencia, 
l1156-2-montaje, 
l1156-video,
caja-37,
caja-alloy,
3atm",Color,Color,Plateado con tablero Azul
,variation,reloj-l1156n-1,L1156N-1,0,"Reloj Loix dama, pulso en acero, con tres escafandras adicionales, 35 mm y movimiento japonés.

Toda mujer es hermosa y con el accesorio indicado puede ser muy poderosa.

Un Loix Versátil que se adapta a las necesidades de una mujer emprendedora y con estilo, cuenta con tres escafandras que puedes remover y combinar perfectamente con tu outfit.

 ¡Es hora de marcar la diferencia!","caja-35,
caja-alloy,
3atm",Casual,Grande,Fashion,"
Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año


",manual-loix,,"224.990,00",,Women > memories,"reloj dama, memories, fashion, watches, luxury, joyas, jew, soñadoras, estilo","l1156n-1-referencia, 
l1156n-1-montaje, 
l1156n-video,
caja-35,
caja-alloy,
3atm",Color,Color,"Dorado, Azul, Oro Rosa, Café, Plateado con Oro Rosa, Plateado"
,variation,reloj-l1156n-2,L1156N-2,0,"Reloj Loix dama, pulso en acero, con tres escafandras adicionales, 35 mm y movimiento japonés.

Toda mujer es hermosa y con el accesorio indicado puede ser muy poderosa.

Un Loix Versátil que se adapta a las necesidades de una mujer emprendedora y con estilo, cuenta con tres escafandras que puedes remover y combinar perfectamente con tu outfit.

 ¡Es hora de marcar la diferencia!","caja-35,
caja-alloy,
3atm",Casual,Grande,Fashion,"
Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año


",manual-loix,,"224.990,00",,Women > memories,"reloj dama, memories, fashion, watches, luxury, joyas, jew, soñadoras, estilo","l1156n-2-referencia, 
l1156n-2-montaje, 
l1156n-video,
caja-35,
caja-alloy,
3atm",Color,Color,Azul
,variation,reloj-l1156n-3,L1156N-3,0,"Reloj Loix dama, pulso en acero, con tres escafandras adicionales, 35 mm y movimiento japonés.

Toda mujer es hermosa y con el accesorio indicado puede ser muy poderosa.

Un Loix Versátil que se adapta a las necesidades de una mujer emprendedora y con estilo, cuenta con tres escafandras que puedes remover y combinar perfectamente con tu outfit.

 ¡Es hora de marcar la diferencia!","caja-35,
caja-alloy,
3atm",Casual,Grande,Fashion,"
Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año


",manual-loix,,"224.990,00",,Women > memories,"reloj dama, memories, fashion, watches, luxury, joyas, jew, soñadoras, estilo","l1156n-3-referencia, 
l1156n-3-montaje, 
l1156n-video,
caja-35,
caja-alloy,
3atm",Color,Color,Oro Rosa
,variation,reloj-l1156n-4,L1156N-4,0,"Reloj Loix dama, pulso en acero, con tres escafandras adicionales, 35 mm y movimiento japonés.

Toda mujer es hermosa y con el accesorio indicado puede ser muy poderosa.

Un Loix Versátil que se adapta a las necesidades de una mujer emprendedora y con estilo, cuenta con tres escafandras que puedes remover y combinar perfectamente con tu outfit.

 ¡Es hora de marcar la diferencia!","caja-35,
caja-alloy,
3atm",Casual,Grande,Fashion,"
Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año


",manual-loix,,"224.990,00",,Women > memories,"reloj dama, memories, fashion, watches, luxury, joyas, jew, soñadoras, estilo","l1156n-4-referencia, 
l1156n-4-montaje, 
l1156n-video,
caja-35,
caja-alloy,
3atm",Color,Color,Café
,variation,reloj-l1156n-5,L1156N-5,0,"Reloj Loix dama, pulso en acero, con tres escafandras adicionales, 35 mm y movimiento japonés.

Toda mujer es hermosa y con el accesorio indicado puede ser muy poderosa.

Un Loix Versátil que se adapta a las necesidades de una mujer emprendedora y con estilo, cuenta con tres escafandras que puedes remover y combinar perfectamente con tu outfit.

 ¡Es hora de marcar la diferencia!","caja-35,
caja-alloy,
3atm",Casual,Grande,Fashion,"
Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año


",manual-loix,,"224.990,00",,Women > memories,"reloj dama, memories, fashion, watches, luxury, joyas, jew, soñadoras, estilo","l1156n-5-referencia, 
l1156n-5-montaje, 
l1156n-video,
caja-35,
caja-alloy,
3atm",Color,Color,Plateado con Oro Rosa
,variation,reloj-l1156n-6,L1156N-6,0,"Reloj Loix dama, pulso en acero, con tres escafandras adicionales, 35 mm y movimiento japonés.

Toda mujer es hermosa y con el accesorio indicado puede ser muy poderosa.

Un Loix Versátil que se adapta a las necesidades de una mujer emprendedora y con estilo, cuenta con tres escafandras que puedes remover y combinar perfectamente con tu outfit.

 ¡Es hora de marcar la diferencia!","caja-35,
caja-alloy,
3atm",Casual,Grande,Fashion,"
Movimiento 2035

Exactitud: ± 20 segundos por mes

Funciones: Hora, minutoS y seg 

Batería: SR626SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año


",manual-loix,,"224.990,00",,Women > memories,"reloj dama, memories, fashion, watches, luxury, joyas, jew, soñadoras, estilo","l1156n-6-referencia, 
l1156n-6-montaje, 
l1156n-video,
caja-35,
caja-alloy,
3atm",Color,Color,Plateado
,variable,reloj-l1159-2,L1159-2,1,"Reloj Loix dama, pulso en acero 36 mm, piedras baguette y movimiento japonés.

. ¿Qué harías si pudieras conocer tu futuro? seguro no desaprovecharías segundas oportunidades. Así que no dejes pasar este bello Loix con un hermoso tablero y pulso totalmente en acero, además cuenta con hermosa pedrería en el bisel. 

Elige bien cómo quieres verte y luce increible.
","caja-36,
date,
3atm",Casual-Formal,Grande,Fashion,"Movimiento 2115

Exactitud: ± 20 segundos por mes

Funciones: Horas, minutos, segundos y calendario

Batería: 395/SR927SW

Resistencia al agua: Hasta una presión de 3 Atmósferas (3 /ATM)

Garantía: Un año 

",manual-loix,,"212.490,00",,Women > essentials > trend,"reloj dama, memories, fashion, watches, luxury, joyas, jew, soñadoras, estilo","l1159-2-referencia, 
l1159-2-montaje, 
l1159-video,
caja-36,
date,
3atm",Color,Color,"Dorado con piedras Rojas, Oro Rosa con piedras Blancas, Oro Rosa con piedras Azules, Azul con piedras Ocre, Azul con piedras Blancas, Negro con piedras Blancas, Plateado con piedras Azules, Plateado con piedras Púrpura"
